"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","ProductDescription","PartnerCode","PartnerName","PartnerISO3","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","090","Solomon Is","SLB",2017,"Gross Exports",689.22682266735
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","096","Brunei Darsm","BRN",2017,"Gross Exports",294.06228973011
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","100","Bulgaria","BGR",2017,"Gross Exports",23.01295039956
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","104","Myanmar","MMR",2017,"Gross Exports",333.24380843985
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","112","Belarus","BLR",2017,"Gross Exports",3.04262918784
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","116","Cambodia","KHM",2017,"Gross Exports",361.9946606067
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","124","Canada","CAN",2017,"Gross Exports",7421.98398730173
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","144","Sri Lanka","LKA",2017,"Gross Exports",1307.54612293371
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","152","Chile","CHL",2017,"Gross Exports",168.5791398555
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","156","China","CHN",2017,"Gross Exports",66935.2879495605
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","162","Christmas Is","CXR",2017,"Gross Exports",5.25712341528
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","166","Cocos Is","CCK",2017,"Gross Exports",2.12784677325
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","170","Colombia","COL",2017,"Gross Exports",690.54417068769
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","184","Cook Is","COK",2017,"Gross Exports",177.15110348727
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","188","Costa Rica","CRI",2017,"Gross Exports",90.06504448491
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","191","Croatia","HRV",2017,"Gross Exports",19.65440306016
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","196","Cyprus","CYP",2017,"Gross Exports",348.0927283548
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","203","Czech Rep","CZE",2017,"Gross Exports",605.35285380306
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","208","Denmark","DNK",2017,"Gross Exports",3325.10218887429
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","214","Dominican Rp","DOM",2017,"Gross Exports",6.94176462639
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","218","Ecuador","ECU",2017,"Gross Exports",113.19684758712
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","222","El Salvador","SLV",2017,"Gross Exports",2.5840877931
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","231","Ethiopia","ETH",2017,"Gross Exports",4.3323727095
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","233","Estonia","EST",2017,"Gross Exports",70.21971030888
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","242","Fiji","FJI",2017,"Gross Exports",7326.1496025927
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","246","Finland","FIN",2017,"Gross Exports",437.39864912601
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","251","France+Monac","FRA",2017,"Gross Exports",4311.90780768693
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","258","Fr.Polynesia","PYF",2017,"Gross Exports",293.13753902433
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","268","Georgia","GEO",2017,"Gross Exports",45.12338705061
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","276","Germany","DEU",2017,"Gross Exports",7033.82332911291
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","296","Kiribati","KIR",2017,"Gross Exports",11.33471387466
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","300","Greece","GRC",2017,"Gross Exports",546.53763540717
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","316","Guam","GUM",2017,"Gross Exports",19.43126669583
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","320","Guatemala","GTM",2017,"Gross Exports",26.6153374773
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","340","Honduras","HND",2017,"Gross Exports",9.07421214942
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","344","Hong Kong","HKG",2017,"Gross Exports",86630.3969101906
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","348","Hungary","HUN",2017,"Gross Exports",49.59301546188
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","352","Iceland","ISL",2017,"Gross Exports",47.27960511417
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","360","Indonesia","IDN",2017,"Gross Exports",8983.46542717602
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","364","Iran-Islam.R","IRN",2017,"Gross Exports",319.0466614104
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","368","Iraq","IRQ",2017,"Gross Exports",76.84248961719
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","372","Ireland","IRL",2017,"Gross Exports",1541.01807164448
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","376","Israel","ISR",2017,"Gross Exports",1086.86272502808
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","381","Italy","ITA",2017,"Gross Exports",2843.14911208713
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","392","Japan","JPN",2017,"Gross Exports",17669.2899480847
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","398","Kazakhstan","KAZ",2017,"Gross Exports",28.72861520958
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","400","Jordan","JOR",2017,"Gross Exports",494.87581612755
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","404","Kenya","KEN",2017,"Gross Exports",18.71585010504
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","410","Korea Rep.","KOR",2017,"Gross Exports",29348.4550576486
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","414","Kuwait","KWT",2017,"Gross Exports",2697.726312666
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","422","Lebanon","LBN",2017,"Gross Exports",221.59587994533
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","428","Latvia","LVA",2017,"Gross Exports",133.78827001914
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","440","Lithuania","LTU",2017,"Gross Exports",224.61473859264
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","446","Macau","MAC",2017,"Gross Exports",454.28186723535
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","458","Malaysia","MYS",2017,"Gross Exports",14392.4005497383
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","462","Maldives","MDV",2017,"Gross Exports",178.11189339966
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","470","Malta","MLT",2017,"Gross Exports",127.8931759677
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","480","Mauritius","MUS",2017,"Gross Exports",191.04153386472
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","484","Mexico","MEX",2017,"Gross Exports",263.70424230678
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","490","Asia Othr.ns","OAS",2017,"Gross Exports",13313.7839018993
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","496","Mongolia","MNG",2017,"Gross Exports",8.09655282117
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","504","Morocco","MAR",2017,"Gross Exports",72.75165627114
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","512","Oman","OMN",2017,"Gross Exports",460.56265747668
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","520","Nauru","NRU",2017,"Gross Exports",48.95887878387
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","524","Nepal","NPL",2017,"Gross Exports",16.79963782167
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","528","Netherlands","NLD",2017,"Gross Exports",10092.2767958212
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","540","New Calednia","NCL",2017,"Gross Exports",643.57895014182
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","548","Vanuatu","VUT",2017,"Gross Exports",408.03436365516
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","554","New Zealand","NZL",2017,"Gross Exports",198285.517143408
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","558","Nicaragua","NIC",2017,"Gross Exports",3.8876335641
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","566","Nigeria","NGA",2017,"Gross Exports",0.076679163
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","574","Norfolk Is","NFK",2017,"Gross Exports",63.413667801
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","579","Norway,Sb,JM","NOR",2017,"Gross Exports",1083.87147087945
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","580","N.Mariana Is","MNP",2017,"Gross Exports",0.00536754141
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","583","Micronesia","FSM",2017,"Gross Exports",23.10726577005
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","584","Marshall Is","MHL",2017,"Gross Exports",8.77746378861
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","585","Palau","PLW",2017,"Gross Exports",2.15775164682
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","586","Pakistan","PAK",2017,"Gross Exports",1310.49136958454
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","591","Panama","PAN",2017,"Gross Exports",11.3561840403
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","598","Papua N.Guin","PNG",2017,"Gross Exports",4059.35731643013
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","600","Paraguay","PRY",2017,"Gross Exports",2.88467011206
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","604","Peru","PER",2017,"Gross Exports",0.04830787269
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","608","Philippines","PHL",2017,"Gross Exports",7475.66323535988
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","616","Poland","POL",2017,"Gross Exports",361.00396582074
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","620","Portugal","PRT",2017,"Gross Exports",4.56317699013
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","626","East Timor","TMP",2017,"Gross Exports",96.11656402887
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","634","Qatar","QAT",2017,"Gross Exports",897.77804340312
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","642","Romania","ROM",2017,"Gross Exports",28.56912255054
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","643","Russian Fed","RUS",2017,"Gross Exports",639.9489585654
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","654","St.Helena","SHN",2017,"Gross Exports",2.24823305916
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","682","Saudi Arabia","SAU",2017,"Gross Exports",21079.4109257269
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","688","Yugoslavia","SER",2017,"Gross Exports",2.33488051335
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","690","Seychelles","SYC",2017,"Gross Exports",49.50176725791
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","699","India","IND",2017,"Gross Exports",4785.36636679695
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","702","Singapore","SGP",2017,"Gross Exports",26005.7189616592
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","703","Slovakia","SVK",2017,"Gross Exports",88.57516834782
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","704","Viet Nam","VNM",2017,"Gross Exports",6112.07767973088
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","705","Slovenia","SVN",2017,"Gross Exports",60.31122886602
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","706","Somalia","SOM",2017,"Gross Exports",0.0383395815
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","710","South Africa","ZAF",2017,"Gross Exports",1525.94831574009
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","724","Spain","ESP",2017,"Gross Exports",1256.23932817878
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","729","Sudan","SUD",2017,"Gross Exports",813.3742215225
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","740","Suriname","SUR",2017,"Gross Exports",9.37632805164
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","752","Sweden","SWE",2017,"Gross Exports",842.99768256429
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","757","Switz.Liecht","CHE",2017,"Gross Exports",3121.03209842424
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","764","Thailand","THA",2017,"Gross Exports",12705.7963520555
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","768","Togo","TGO",2017,"Gross Exports",21.11207394879
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","776","Tonga","TON",2017,"Gross Exports",115.82540929476
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","780","Trinidad Tbg","TTO",2017,"Gross Exports",4.51486911744
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","784","Untd Arab Em","ARE",2017,"Gross Exports",13061.7272244522
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","788","Tunisia","TUN",2017,"Gross Exports",20.68650459414
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","792","Turkey","TUR",2017,"Gross Exports",320.63545366776
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","798","Tuvalu","TUV",2017,"Gross Exports",17.29421842302
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","804","Ukraine","UKR",2017,"Gross Exports",3.35778054777
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","807","TFYR Macedna","MKD",2017,"Gross Exports",3.12927664203
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","818","Egypt","EGY",2017,"Gross Exports",34.85451354165
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","826","Untd.Kingdom","GBR",2017,"Gross Exports",40508.0735971814
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","834","Tanzania","TZA",2017,"Gross Exports",80.38353336453
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","842","USA,PR,USVI","USA",2017,"Gross Exports",82445.3026358564
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","862","Venezuela","VEN",2017,"Gross Exports",30.81428844318
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","876","Wallis Fut.I","WLF",2017,"Gross Exports",78.63218128161
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","882","Samoa","WSM",2017,"Gross Exports",442.43263617696
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","894","Zambia","ZMB",2017,"Gross Exports",4.5394064496
"H4","036","AUS","Australia","33","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","899","Areas nes","UNS",2017,"Gross Exports",309.23556250455
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","000","World","WLD",2017,"Gross Exports",210047.511084845
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","016","American Samoa","ASM",2017,"Gross Exports",18.68747881473
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","031","Azerbaijan","AZE",2017,"Gross Exports",0.9431537049
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","032","Argentina","ARG",2017,"Gross Exports",16.332661719
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","040","Austria","AUT",2017,"Gross Exports",1.66777179525
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","048","Bahrain","BHR",2017,"Gross Exports",46.39166040663
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","050","Bangladesh","BGD",2017,"Gross Exports",773.84841337089
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","051","Armenia","ARM",2017,"Gross Exports",52.37800266204
"H4","036","AUS","Australia","34","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATION","056","Belgium","BEL",2017,"Gross Exports",71.76172827681
