"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","ProductDescription","PartnerCode","PartnerName","PartnerISO3","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","600","Paraguay","PRY",2017,"Gross Exports",59176.522
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","608","Philippines","PHL",2017,"Gross Exports",13064.303
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","616","Poland","POL",2017,"Gross Exports",50461.129
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","620","Portugal","PRT",2017,"Gross Exports",7703.838
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","642","Romania","ROM",2017,"Gross Exports",25738.173
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","643","Russian Fed","RUS",2017,"Gross Exports",80435.57
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","686","Senegal","SEN",2017,"Gross Exports",344.865
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","688","Yugoslavia","SER",2017,"Gross Exports",10386.431
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","690","Seychelles","SYC",2017,"Gross Exports",676.248
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","699","India","IND",2017,"Gross Exports",1255.213
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","702","Singapore","SGP",2017,"Gross Exports",18813.579
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","704","Viet Nam","VNM",2017,"Gross Exports",53384.087
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","710","South Africa","ZAF",2017,"Gross Exports",24048.362
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","724","Spain","ESP",2017,"Gross Exports",120.001
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","752","Sweden","SWE",2017,"Gross Exports",1473.516
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","757","Switz.Liecht","CHE",2017,"Gross Exports",6236.229
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","764","Thailand","THA",2017,"Gross Exports",1520.25
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","776","Tonga","TON",2017,"Gross Exports",136.396
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","780","Trinidad Tbg","TTO",2017,"Gross Exports",3623.724
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","784","Untd Arab Em","ARE",2017,"Gross Exports",27302.476
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","788","Tunisia","TUN",2017,"Gross Exports",2462.07
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","792","Turkey","TUR",2017,"Gross Exports",56023.754
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","804","Ukraine","UKR",2017,"Gross Exports",38355.5
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","818","Egypt","EGY",2017,"Gross Exports",28139.559
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","826","Untd.Kingdom","GBR",2017,"Gross Exports",16644.331
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","842","USA,PR,USVI","USA",2017,"Gross Exports",198017.799
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","858","Uruguay","URY",2017,"Gross Exports",2574.622
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","862","Venezuela","VEN",2017,"Gross Exports",6613.844
"H4","076","BRA","Brazil","24","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES","887","Yemen","YEM",2017,"Gross Exports",3165.742
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","000","World","WLD",2017,"Gross Exports",681772.946
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","012","Algeria","DZA",2017,"Gross Exports",8.694
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","024","Angola","AGO",2017,"Gross Exports",1286.36
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","032","Argentina","ARG",2017,"Gross Exports",14485.768
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","036","Australia","AUS",2017,"Gross Exports",69.285
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","040","Austria","AUT",2017,"Gross Exports",3484.349
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","050","Bangladesh","BGD",2017,"Gross Exports",306.376
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","056","Belgium","BEL",2017,"Gross Exports",70265.338
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","068","Bolivia","BOL",2017,"Gross Exports",7630.007
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","092","Br.Virgin Is","VGB",2017,"Gross Exports",102.245
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","104","Myanmar","MMR",2017,"Gross Exports",9.6
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","120","Cameroon","CMR",2017,"Gross Exports",2262.45
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","124","Canada","CAN",2017,"Gross Exports",31390.834
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","132","Cape Verde","CPV",2017,"Gross Exports",0.659
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","144","Sri Lanka","LKA",2017,"Gross Exports",1593.709
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","152","Chile","CHL",2017,"Gross Exports",2899.722
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","156","China","CHN",2017,"Gross Exports",130557.361
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","170","Colombia","COL",2017,"Gross Exports",8901.334
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","178","Congo","COG",2017,"Gross Exports",0.385
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","188","Costa Rica","CRI",2017,"Gross Exports",371.517
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","191","Croatia","HRV",2017,"Gross Exports",119.382
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","192","Cuba","CUB",2017,"Gross Exports",0.607
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","203","Czech Rep","CZE",2017,"Gross Exports",451.748
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","214","Dominican Rp","DOM",2017,"Gross Exports",239.848
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","218","Ecuador","ECU",2017,"Gross Exports",1634.16
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","222","El Salvador","SLV",2017,"Gross Exports",755.138
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","226","Eq.Guinea","GNQ",2017,"Gross Exports",17.88
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","246","Finland","FIN",2017,"Gross Exports",21758.347
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","251","France+Monac","FRA",2017,"Gross Exports",3637.15
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","276","Germany","DEU",2017,"Gross Exports",9832.086
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","288","Ghana","GHA",2017,"Gross Exports",66.77
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","300","Greece","GRC",2017,"Gross Exports",9.96
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","320","Guatemala","GTM",2017,"Gross Exports",245.516
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","328","Guyana","GUY",2017,"Gross Exports",38.484
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","332","Haiti","HTI",2017,"Gross Exports",439.372
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","340","Honduras","HND",2017,"Gross Exports",2.988
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","344","Hong Kong","HKG",2017,"Gross Exports",5652.414
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","360","Indonesia","IDN",2017,"Gross Exports",10915.051
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","372","Ireland","IRL",2017,"Gross Exports",207.631
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","376","Israel","ISR",2017,"Gross Exports",0.03
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","381","Italy","ITA",2017,"Gross Exports",82988.134
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","392","Japan","JPN",2017,"Gross Exports",7751.415
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","400","Jordan","JOR",2017,"Gross Exports",395.233
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","404","Kenya","KEN",2017,"Gross Exports",777.864
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","408","Korea D P Rp","PRK",2017,"Gross Exports",42.5
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","410","Korea Rep.","KOR",2017,"Gross Exports",1410.209
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","422","Lebanon","LBN",2017,"Gross Exports",3.506
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","440","Lithuania","LTU",2017,"Gross Exports",27.083
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","442","Luxemberg","LUX",2017,"Gross Exports",644.465
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","458","Malaysia","MYS",2017,"Gross Exports",1234.12
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","484","Mexico","MEX",2017,"Gross Exports",3730.622
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","490","Asia Othr.ns","OAS",2017,"Gross Exports",8561.064
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","504","Morocco","MAR",2017,"Gross Exports",9.859
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","512","Oman","OMN",2017,"Gross Exports",0.084
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","528","Netherlands","NLD",2017,"Gross Exports",39615.089
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","535","Bonaire","BES",2017,"Gross Exports",0.45
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","554","New Zealand","NZL",2017,"Gross Exports",49.365
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","558","Nicaragua","NIC",2017,"Gross Exports",77.132
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","566","Nigeria","NGA",2017,"Gross Exports",8389.268
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","570","Niue","NIU",2017,"Gross Exports",302.28
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","579","Norway,Sb,JM","NOR",2017,"Gross Exports",34.132
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","586","Pakistan","PAK",2017,"Gross Exports",227.238
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","591","Panama","PAN",2017,"Gross Exports",44.129
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","600","Paraguay","PRY",2017,"Gross Exports",15534.402
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","604","Peru","PER",2017,"Gross Exports",2568.942
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","608","Philippines","PHL",2017,"Gross Exports",429.396
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","616","Poland","POL",2017,"Gross Exports",6159.533
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","620","Portugal","PRT",2017,"Gross Exports",436.86
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","642","Romania","ROM",2017,"Gross Exports",52.465
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","643","Russian Fed","RUS",2017,"Gross Exports",433.391
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","682","Saudi Arabia","SAU",2017,"Gross Exports",11.127
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","699","India","IND",2017,"Gross Exports",35238.612
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","702","Singapore","SGP",2017,"Gross Exports",7.99
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","704","Viet Nam","VNM",2017,"Gross Exports",3833.995
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","705","Slovenia","SVN",2017,"Gross Exports",0.022
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","710","South Africa","ZAF",2017,"Gross Exports",5203.584
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","724","Spain","ESP",2017,"Gross Exports",14108.676
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","729","Sudan","SUD",2017,"Gross Exports",18.88
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","740","Suriname","SUR",2017,"Gross Exports",0.95
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","752","Sweden","SWE",2017,"Gross Exports",249.236
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","757","Switz.Liecht","CHE",2017,"Gross Exports",175.327
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","760","Syrian A.R.","SYR",2017,"Gross Exports",365.68
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","764","Thailand","THA",2017,"Gross Exports",2331.405
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","780","Trinidad Tbg","TTO",2017,"Gross Exports",54.536
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","784","Untd Arab Em","ARE",2017,"Gross Exports",2072.424
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","788","Tunisia","TUN",2017,"Gross Exports",2.822
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","792","Turkey","TUR",2017,"Gross Exports",6621.632
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","818","Egypt","EGY",2017,"Gross Exports",28.837
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","826","Untd.Kingdom","GBR",2017,"Gross Exports",2262.695
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","842","USA,PR,USVI","USA",2017,"Gross Exports",91896.752
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","858","Uruguay","URY",2017,"Gross Exports",3267.081
"H4","076","BRA","Brazil","25","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","862","Venezuela","VEN",2017,"Gross Exports",439.898
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","000","World","WLD",2017,"Gross Exports",22397926.801
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","032","Argentina","ARG",2017,"Gross Exports",349648.079
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","036","Australia","AUS",2017,"Gross Exports",18174.842
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","040","Austria","AUT",2017,"Gross Exports",69.3
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","048","Bahrain","BHR",2017,"Gross Exports",232336.296
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","056","Belgium","BEL",2017,"Gross Exports",115676.099
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","068","Bolivia","BOL",2017,"Gross Exports",48.61
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","100","Bulgaria","BGR",2017,"Gross Exports",90947.345
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","124","Canada","CAN",2017,"Gross Exports",84126.756
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","152","Chile","CHL",2017,"Gross Exports",2575.466
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","156","China","CHN",2017,"Gross Exports",10931931.018
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","170","Colombia","COL",2017,"Gross Exports",1483.008
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","191","Croatia","HRV",2017,"Gross Exports",21503.564
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","214","Dominican Rp","DOM",2017,"Gross Exports",0.001
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","218","Ecuador","ECU",2017,"Gross Exports",0.628
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","233","Estonia","EST",2017,"Gross Exports",1577.35
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","246","Finland","FIN",2017,"Gross Exports",102042.548
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","251","France+Monac","FRA",2017,"Gross Exports",422891.481
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","268","Georgia","GEO",2017,"Gross Exports",62893.077
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","276","Germany","DEU",2017,"Gross Exports",693076.056
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","300","Greece","GRC",2017,"Gross Exports",7598.844
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","344","Hong Kong","HKG",2017,"Gross Exports",57.463
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","360","Indonesia","IDN",2017,"Gross Exports",37986.28
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","372","Ireland","IRL",2017,"Gross Exports",36982.944
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","381","Italy","ITA",2017,"Gross Exports",326364.565
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","384","Cote Divoire","CIV",2017,"Gross Exports",357
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","392","Japan","JPN",2017,"Gross Exports",1434306.197
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","410","Korea Rep.","KOR",2017,"Gross Exports",804879.87
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","434","Libya","LBY",2017,"Gross Exports",85604.328
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","458","Malaysia","MYS",2017,"Gross Exports",1209329.966
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","484","Mexico","MEX",2017,"Gross Exports",66916.783
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","490","Asia Othr.ns","OAS",2017,"Gross Exports",421201.272
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","512","Oman","OMN",2017,"Gross Exports",484012.671
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","528","Netherlands","NLD",2017,"Gross Exports",1026658.457
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","579","Norway,Sb,JM","NOR",2017,"Gross Exports",5904.36
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","591","Panama","PAN",2017,"Gross Exports",218.27
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","600","Paraguay","PRY",2017,"Gross Exports",4092.667
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","604","Peru","PER",2017,"Gross Exports",1401.952
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","608","Philippines","PHL",2017,"Gross Exports",267829.917
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","616","Poland","POL",2017,"Gross Exports",331140.464
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","620","Portugal","PRT",2017,"Gross Exports",245022.616
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","642","Romania","ROM",2017,"Gross Exports",55284.412
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","643","Russian Fed","RUS",2017,"Gross Exports",1400
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","699","India","IND",2017,"Gross Exports",625882.834
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","702","Singapore","SGP",2017,"Gross Exports",591.024
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","704","Viet Nam","VNM",2017,"Gross Exports",211.415
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","705","Slovenia","SVN",2017,"Gross Exports",30414.578
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","710","South Africa","ZAF",2017,"Gross Exports",35379.312
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","724","Spain","ESP",2017,"Gross Exports",372977.778
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","752","Sweden","SWE",2017,"Gross Exports",156967.25
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","764","Thailand","THA",2017,"Gross Exports",1071.198
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","780","Trinidad Tbg","TTO",2017,"Gross Exports",113710.645
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","784","Untd Arab Em","ARE",2017,"Gross Exports",85286.525
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","792","Turkey","TUR",2017,"Gross Exports",232281.12
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","804","Ukraine","UKR",2017,"Gross Exports",26114.355
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","818","Egypt","EGY",2017,"Gross Exports",254593.887
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","826","Untd.Kingdom","GBR",2017,"Gross Exports",134368.794
"H4","076","BRA","Brazil","26","ORES, SLAG AND ASH","842","USA,PR,USVI","USA",2017,"Gross Exports",286067.265
